 ;CO_UNIDADE;CO_UF;CO_IBGE;NU_CNPJ_MANTENEDORA;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_NATUREZA_ORGANIZACAO;DS_NATUREZA_ORGANIZACAO;TP_GESTAO;CO_NIVEL_HIERARQUIA;DS_NIVEL_HIERARQUIA;CO_ESFERA_ADMINISTRATIVA;DS_ESFERA_ADMINISTRATIVA;CO_ATIVIDADE;TP_UNIDADE;CO_CEP;NO_LOGRADOURO;NU_ENDERECO;NO_BAIRRO;NU_TELEFONE;NU_LATITUDE;NU_LONGITUDE;CO_TURNO_ATENDIMENTO;DS_TURNO_ATENDIMENTO;NU_CNPJ;NO_EMAIL;CO_NATUREZA_JUR;ST_CENTRO_CIRURGICO;ST_CENTRO_OBSTETRICO;ST_CENTRO_NEONATAL;ST_ATEND_HOSPITALAR;ST_SERVICO_APOIO;ST_ATEND_AMBULATORIAL;CO_MOTIVO_DESAB;CO_AMBULATORIAL_SUS
3862526;3551003862526;35;355100;;ADRIANO DE SOUZA MIZAEL;ADRIANO DE SOUZA MIZAEL SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310500;BENJAMIN CONSTANT;61;CENTRO;13996120477;-239.637.889.379;-463.850.954.824;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;odontocadri@hotmail.com;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3920208;3551003920208;35;355100;;CENTRO DE TERAPIA E DIAGNOSTICO LTDA;CENTER LASER SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310071;RUA JACOB EMMERICH;365;CENTRO;34676342;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;00034366000262;centerlaser@uol.com.br;2000;0.0;0.0;0.0;0.0;1.0;0.0;04;NAO
3957659;3551003957659;35;355100;;WANESSA VAZ FERNANDES PEREIRA;WANESSA VAZ FERNANDES PEREIRA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310070;RUA JACOB EMMERICH;878;CENTRO;13 34678504;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;drawanessa@globo.com;4000;0.0;0.0;0.0;0.0;1.0;0.0;06;NAO
3971430;3551003971430;35;355100;;ANGELO DOS SANTOS PINHEIRO;ANGELO DOS SANTOS PINHEIRO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310071;RUA JACOB EMMERICH;379;CENTRO;34679780;-23.968.518.971;-463.857.847.452;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;rehder@bignet.com.br;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4028023;3551004028023;35;355100;;MEDSOLUTION ATIVIDADES MEDICAS LTDA;MEDIALISE CENTRO DE HEMODIALISE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11310330;TREZE DE MAIO;175;CENTRO;13 34678179;-239.669.993.924;-4.638.864.398;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;36949232000219;contato.sv@med-alise.com.br;2062;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
4085574;3551004085574;35;355100;;CLINICA FRAYHA PEDIATRIA ALERGIA IMUNOLOGIA E VACINAS LTDA;CLINICA FRAYHA PEDIATRIA ALERGIA IMUNOLOGIA E VACINAS SV;;;M;;;M ;MUNICIPAL;04;85;11310400;QUINZE DE NOVEMBRO;576;CENTRO;13 34682928;-239.662.733;-463.866.614;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;40476250000117;admclinicafrayha@gmail.com;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4086902;3551004086902;35;355100;;ESPACO ALARAFRA LTDA;ESPACO ALARAFRA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310400;RUA QUINZE DE NOVEMBRO;576;CENTRO;13988803800;-239.637.837.087;-46.385.436.058;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;48401345000183;ALANABEDOMINGOS@GMAIL.COM;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4108086;3551004108086;35;355100;;NATALIA MOURA DE MELLO ALVARENGA;NEURO INFANCIA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11310420;IPIRANGA;266;CENTRO;13 88223232;-239.652.449.296;-4.638.741.053;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;39613722000157;CLINICANEUROINFANCIA@GMAIL.COM;2135;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4122550;3551004122550;35;355100;;LABI EXAMES S A;LABI EXAMES UNIDADE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;39;11310050;JOAO RAMALHO;570;CENTRO;11 38534009;-239.660.484.211;-463.829.684.258;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;27579749002640;PRISCILLA.SANTOS@LABIEXAMES.COM.BR;2054;;;;;0.0;0.0;;NAO
4146700;3551004146700;35;355100;;A M T M CLINICA ODONTOLOGICA LTDA;NF ODONTOLOGIA A ARTE DE SORRIR SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310061;FREI GASPAR;910;CENTRO;13 34688000;-239.641.437.212;-463.877.517.847;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;44832383000130;newodontologia.sv@gmail.com;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4201876;3551004201876;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;POSTO DE VACINACAO BRISAMAR SV;;;M;;;M ;MUNICIPAL;04;85;11310060;RUA FREI GASPAR;365;CENTRO;;-2.396.800.375;-463.839.243.549;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;vigilanciaemsaude.sv@gmail.com;1244;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4448960;3551004448960;35;355100;;HOME SAUDE VIDA LTDA;HOME SAUDE VIDA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11310060;FREI GASPAR;739;CENTRO;13 89346184;-239.654.969.526;-463.867.342.472;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;52867676000180;comercial@clinicahomesaudevida.com.br;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4470605;3551004470605;35;355100;;MYLENA VIEIRA ODONTOLOGIA LTDA;MYLENA VIEIRA ODONTOLOGIA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310400;QUINZE DE NOVEMBRO;576;CENTRO;13 74204927;-239.637.853;-463.853.854;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;51888831000182;MYLENA.VIEIRA_@HOTMAIL.COM;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4524500;3551004524500;35;355100;;ZAQUENIRA BATISTA BELCHIOR DE OLIVEIRA;ZAQUENIRA BATISTA BELCHIOR DE OLIVEIRA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310180;RUA MARQUES DE SAO VICENTE;166;CENTRO;13997410383;-239.688.719.029;-463.906.931.877;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;zaqueira@bol.com.br;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4704045;3551004704045;35;355100;;B S BRANDAO LOPES SERVICOS ODONTOLOGICOS;ODONTO MATER SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320020;TIBIRICA;373;CENTRO;13 91528914;-239.660.190.095;-463.823.676.109;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;34859281000154;DRABRUNALOPES@HOTMAIL.COM;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4747402;3551004747402;35;355100;;LUCIANE VERGINIA SANTOS DA SILVA MENDIETA;LUCIANE VERGINIA SANTOS DA SILVA MENDIETA SV;;;M;;;M ;MUNICIPAL;04;22;11310071;JACOB EMERICK;365;CENTRO;;-239.678.033.007;-463.850.390.911;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4791991;3551004791991;35;355100;;FARMACIA E DROGARIA NISSEI S A;DROGARIAS NISSEI SAO VICENTE;;;M;;;M ;MUNICIPAL;04;43;11320000;AV PRESIDENTE WILSON;218;CENTRO;4132138364;-239.710.309;-463.709.772;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;79430682052513;farmaclin@nissisa.com.br;2046;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4792947;3551004792947;35;355100;;ENDOSONI ENDOSCOPIA SAO VICENTE LTDA;ENDOSONI SAO VICENTE;;;M;;;M ;MUNICIPAL;04;39;11310400;RUA XV DE NOVEMBRO;576;CENTRO;1382178239;-239.637.853;-463.853.854;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;50466316000141;ENDOSONISV.ADM@YAHOO.COM;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4834976;3551004834976;35;355100;;INSTITUTO PAZ PSICOLOGIA DE A A Z LTDA;INSTITUTO PAZ PSICOLOGIA DE A A Z LTDA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320915;PRESIDENTE WILSON;1473;CENTRO;13 981409355;-239.653.596.978;-463.820.403.814;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;49414440000184;THAYNA_MAYARA@HOTMAIL.COM;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4900995;3551004900995;35;355100;;CLEBER M DA SILVA ESTIMULO NEURO;ESTIMULO NEURO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11310060;FREI GASPAR;931;CENTRO;13 97332663;-239.647.837.165;-463.884.401.321;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;52632670000124;ESTIMULOEDUCACIONAL@GMAIL.COM;2135;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4910982;3551004910982;35;355100;;EXAMAXI POSTO DE COLETA LABORATORIAL LTDA;MAXI EXAMES SAO VICENTE;;;M;;;M ;MUNICIPAL;04;39;11310070;RUA JACOB EMERICK;365;CENTRO;1334679303;-239.682.741.161;-463.836.992.187;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;49870513000223;saovicente@maxiexames.com.br;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4911075;3551004911075;35;355100;;CLINICA MULTIDICIPLINAR SERSINAPSI LTDA;CLINICA MULTIDICIPLINAR SERSINAPSI SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310050;R JOAO RAMALHO;825;CENTRO;1313997768353;-239.660.831.708;-463.830.925.047;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;56992025000173;RESROCHA@UOL.COM.BR;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4922239;3551004922239;35;355100;;ACS VIDA LTDA;ACS VIDA;;;M;;;M ;MUNICIPAL;04;22;11310061;FREI GASPAR;739;CENTRO;45 98385606;-239.656.072.465;-463.866.001.368;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;52280950000110;ADRIEL_20_08@HOTMAIL.COM;2062;0.0;0.0;0.0;0.0;1.0;0.0;07;NAO
4956672;3551004956672;35;355100;46177523000109;UNIDADE DE SAUDE DA MULHER;UNIDADE DE SAUDE DA MULHER SV;;;M;;;M ;MUNICIPAL;04;36;11310400;R XV DE NOVEMBRO;176;CENTRO;13-34650900;-239.670.508.623;-463.869.273.663;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
4996089;3551004996089;35;355100;;MQ ODONTOLOGIA LTDA;IOFA INSTITUTO ORAL E FACIAL SV;;;M;;;M ;MUNICIPAL;04;22;11310050;JOAO RAMALHO;570;CENTRO;13 96100542;-239.659.994.018;-463.831.776.381;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;41428763000115;QUACCIOJUDO@HOTMAIL.COM;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5012848;3551005012848;35;355100;;ANTONIO ARNALDO ROMAO FILHO;ANTONIO ARNALDO ROMAO FILHO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310050;RUA JOAO RAMALHO;825;CENTRO;34696248;-239.658.552;-463.835.393;02;ATENDIMENTO SOMENTE A TARDE;;CONTROSARIO@UOL.COM.BR;4000;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
5049431;3551005049431;35;355100;;FLAVIO PROENCA MARTINS DE OLIVEIRA;FLAVIO PROENCA MARTINS DE OLIVEIRA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320001;AV PRESIDENTE WILSON;1033;CENTRO;34676566;-239.672.297.812;-463.785.937.428;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;iugc.adm@iugc.com.br;4000;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
5070538;3551005070538;35;355100;;CAROLINA MARTINS DE CASTRO ME;COD RADIOGRAFIAS SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310071;RUA JACOB EMMERICH;379;CENTRO;34677659;-23.967.798;-46.385.139;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;19836551000118;cod.rx@hotmail.com;2135;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5114403;3551005114403;35;355100;;APARECIDO MAURILO ZABINI JUNIOR;APARECIDO MAURILO ZABINI JUNIOR;;;M;;;M ;MUNICIPAL;04;22;11320915;AVENIDA PRESIDENTE WILSON;1473;CENTRO;1334674699;-239.653.870.511;-463.822.076.457;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;amzjr@uol.com.br;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5131073;3551005131073;35;355100;;INSTITUTO DE REABILITACAO FISIOLIFE LTDA ME;INSTITUTO DE REABILITACAO FISIOLIFE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11310071;RUA JACOB EMERICH;365;CENTRO;(13) 35684987;-2.396.776;-46.385.015;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;06210054000168;i-de-fisiolife@bol.com.br;2062;0.0;0.0;0.0;0.0;1.0;0.0;11;SIM
5182166;3551005182166;35;355100;;PAJP ODONTO LTDA;PAJP ODONTO LTDA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310400;RUA QUINZE DE NOVEMBRO;576;CENTRO;1334686447;-23.963.599.334;-463.853.494.747;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;07959071000165;pajpodonto@terra.com.br;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5217407;3551005217407;35;355100;;ENEIDA RIVA FERREIRA;ENEIDA RIVA FERREIRA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310061;RUA FREI GASPAR;637;CENTRO;34678766;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;eneida.riva@itelefonica.com.br;4000;0.0;0.0;0.0;0.0;1.0;0.0;10;NAO
5222427;3551005222427;35;355100;;INTENSIV SERVICOS MEDICOS LTDA;CREFORM SISTEMA DE SAUDE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320120;RUA RANGEL PESTANA;209;CENTRO;34663360;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;05003669000312;guedesmsg@hotmail.com;2062;0.0;0.0;0.0;0.0;1.0;0.0;06;NAO
5242452;3551005242452;35;355100;;KATYA CHRISTINA DA COSTA FERNANDES;KATYA CHRISTINA DA COSTA FERNANDES SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11390001;AV ANTONIO EMERICH;245;CENTRO;34664110;;;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;;4000;0.0;0.0;0.0;0.0;1.0;0.0;04;NAO
5298318;3551005298318;35;355100;;CLINICA PARTSUS LTDA;PARTSUS SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11310061;FREI GASPAR;739;CENTRO;13 33243374;-239.655.851.877;-463.865.894.079;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;56000163000129;CLINICAPARTSUS@GMAIL.COM;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
5314879;3551005314879;35;355100;;JOSE RICARDO LOURENCO DE SOUZA;CONSULTORIO MEDICO DR LOURENCO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320001;AVENIDA PRESIDENTE WILSON;1473;CENTRO;34695820;;;02;ATENDIMENTO SOMENTE A TARDE;;jrls200@hotmail.com;4000;0.0;0.0;0.0;0.0;1.0;0.0;06;NAO
5329116;3551005329116;35;355100;;ARMIDA MARIA SOLA CECCHI FERNANDES;ARMIDA MARIA SOLA CECCHI FERNANDES SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310040;RUA PADRE ANCHIETA;331;CENTRO;13 34683348;-239.677.351;-463.847.705;02;ATENDIMENTO SOMENTE A TARDE;;arminda.maria@uol.com.br;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5346053;3551005346053;35;355100;;LABORATORIO PASTEUR DE ANALISES CLINICAS LTDA;LABORATORIO PASTEUR DE ANALISES CLINICAS I SAO VICENTE;;;M;;;M ;MUNICIPAL;04;39;11310061;RUA FREI GASPAR;739;CENTRO;(13) 33243412;-23.965.618;-46.386.674;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;46170437000255;PASTEUR@PASTEUR.COM.BR;2062;0.0;0.0;0.0;0.0;0.0;0.0;10;NAO
5347637;3551005347637;35;355100;;CESAR ALVES MALERBA;CESAR ALVES MALERBA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310500;RUA BENJAMIN CONSTANT;61;CENTRO;1335611295;-239.634.918;-463.854.069;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;CMALERBA@UOL.COM.BR;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5353084;3551005353084;35;355100;;MARIA ANGELICA DA SILVA ALMEIDA;MARIA ANGELICA DA SILVA ALMEIDA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310071;R BENJAMIN CONSTANT;61;CENTRO;1334686059;-239.633.035.316;-463.854.042.607;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;dra.angelica1@gmail.com;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5367522;3551005367522;35;355100;;KAOLU NOGUI;KAOLU NOGUI SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310010;RUA MARTIM AFONSO;230;CENTRO;(13) 34684090;-23.967.526;-4.638.575;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000;0.0;0.0;0.0;0.0;1.0;0.0;10;NAO
5398886;3551005398886;35;355100;;MARIA JOSE DE ABREU;MARIA JOSE DE ABREU SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310071;R JACOB EMERICH;379;CENTRO;(13) 34695164;-23.967.761;-46.385.142;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;m.cimino@uol.com.br;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5422205;3551005422205;35;355100;;PERUSSI CARVALHO OFTALMOLOGISTAS ASSOCIADOS LTDA;PERUSSI CARVALHO OFTALMOLOGISTAS ASSOCIADOS LTDA SAO VIC;;;M;;;M ;MUNICIPAL;04;22;11310061;RUA FREI GASPAR;637;CENTRO;1334668609;-23.966.058;-46.385.723;05;ATENDIMENTO COM TURNOS INTERMITENTES;08378643000185;perussicarvalho.oftalmologia@gmail.com;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5442591;3551005442591;35;355100;;CHRISTIAN MARCOS ARANA ENRIQUEZ;CHRISTIAN MARCOS ARANA ENRIQUEZ SV;;;M;;;M ;MUNICIPAL;04;22;11310400;QUINZE DE NOVEMBRO;576;CENTRO;13 96428236;-239.637.853;-463.853.854;01;ATENDIMENTO SOMENTE PELA MANHA;39918751000127;VIEIRACONT21@GMAIL.COM;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
5508053;3551005508053;35;355100;;LOTO MD SERVICOS MEDICOS LTDA;LOTO MD SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310061;FREI GASPAR;931;CENTRO;11945216348;-239.489.251.098;-464.126.492.808;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;59768703000107;kemechianlais@gmail.com;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5553318;3551005553318;35;355100;;IGESP SA CENTRO MEDICO E CIRURGICO INST GASTROENT DE SP;IGESP SAO VICENTE;;;M;;;M ;MUNICIPAL;04;4;11310071;JACOB EMERICK;921;CENTRO;11 35884900;-239.649.757;-46.391.263;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;61442190001163;PARALEGAL@GRUPOPLANCON.COM.BR;2054;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5606500;3551005606500;35;355100;;LUIZ CARLOS ANTUNES LOPES;LUIZ CARLOS ANTUNES LOPES SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310060;RUA FREI GASPAR;438;CENTRO;(13)30119357;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;luizcarlosalopesyahoo.com.br;4000;0.0;0.0;0.0;0.0;1.0;0.0;06;NAO
5663121;3551005663121;35;355100;;ALCEVIDAS II LTDA;ALCEVIDAS II SAO VICENTE;;;M;;;M ;MUNICIPAL;03;36;11310400;QUINZE DE NOVEMBRO;576;CENTRO;11 98303892;-239.637.853;-463.853.854;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;59574281000139;BRUNO@DELTABC.COM.BR;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
5678293;3551005678293;35;355100;;FABIO CORREA ARAUJO;CA ODONTOLOGIA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310040;RUA PADRE ANCHIETA;306;CENTRO;(13)34666419;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;ca.odontologia@bol.com.br;4000;0.0;0.0;0.0;0.0;1.0;0.0;11;NAO
5685907;3551005685907;35;355100;;MGSA ODONTOLOGIA;MCM CENTER ODONTO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310050;RUA JOAO RAMALHO;825;CENTRO;(13)35681853;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;06196493000163;saovicente@mcmsaude.com.br;2240;0.0;0.0;0.0;0.0;0.0;0.0;04;NAO
5718325;3551005718325;35;355100;;CINTIA MARA AOKI TRONOLONI;CINTIA MARA AOKI TRONOLONI SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310061;RUA FREI GASPAR;931;CENTRO;30249899;-239.647.003.828;-463.884.615.898;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;aoki.tronoloni@yahoo.com.br;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5746604;3551005746604;35;355100;;GASTROENDOFIT SERVICOS DE ENDOSCOPIA LTDA;GASTROENDOFIT SERVICOS DE ENDOSCOPIA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11310061;FREI GASPAR;790;CENTRO;13 81429846;-239.653.474.429;-463.864.445.686;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;59820660000161;gastroendofit@gmail.com;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5758955;3551005758955;35;355100;;M G DA SILVA NETO CLINICA;M G DA SILVA NETO CLINICA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310050;JOAO RAMALHO;825;CENTRO;13 34683250;-239.649.111.679;-463.855.111.599;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;28153337000158;DRGOMESNETO@GMAIL.COM;2135;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
5767342;3551005767342;35;355100;;IMD MEDICINA DIAGNOSTICA;IMD SAO VICENTE;;;M;;;M ;MUNICIPAL;04;39;11310071;RUA JACOB EMERICK;921;CENTRO;;-23.967.373;-4.638.449;01;ATENDIMENTO SOMENTE PELA MANHA;36939303000464;mara@hospitaligesp.com.br;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
5770734;3551005770734;35;355100;;ATEF MOUBAREC SERVICOS ODONTOLOGICOS LTDA;ATEF MOUBAREC SERVICOS ODONTOLOGICOS SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310400;QUINZE DE NOVEMBRO;576;CENTRO;13 34671079;-239.638.033.168;-46.385.242.939;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;32301330000103;DIRETORIASV@DENTARIODONTOCLINICAS.COM.BR;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5771609;3551005771609;35;355100;;WO ODONTOLOGIA ESTETICA LTDA;WO ODONTOLOGIA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310400;QUINZE DE NOVEMBRO;576;CENTRO;13 96576785;-239.637.853;-463.853.854;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;59010213000147;WO.ODONTO@GMAIL.COM;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
5798663;3551005798663;35;355100;;MACRINO DA SILVA FILHO;MACRINO DA SILVA FILHO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11310510;RUA JOAO RAMALHO;825;CENTRO;34673883;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000;0.0;0.0;0.0;0.0;1.0;0.0;10;NAO
5801133;3551005801133;35;355100;;ALMAI INSTITUTO DE NEURODESENVOLVIMENTO INFANTIL LTDA;ALMAI INSTITUTO DE NEURODESENVOLVIMENTO INFANTIL SV;;;M;;;M ;MUNICIPAL;04;36;11310290;RUA SANTA CRUZ;134;CENTRO;1332234711;-239.681.181;-463.901.502;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;40689989000700;adm@allianceconsultora.cnt.br;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
5834538;3551005834538;35;355100;;RENATO VANZELLA VICENTE;RENATO VANZELLA VICENTE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320070;BENEDITO CALIXTO;182;CENTRO;13 33563350;-239.674.743;-463.761.485;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;08970540000100;LEGALIZACAO@LEONARDOMENDES.COM.BR;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
5935717;3551005935717;35;355100;;EVOLUIR CLINICA NEURO DESENVOLVIMENTO LTDA;EVOLUIR CLINICA NEURO DESENVOLVIMENTO SV;;;M;;;M ;MUNICIPAL;04;36;11310050;JOAO RAMALHO;803;CENTRO;13 74090233;-239.662.224.396;-463.830.059.767;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;16698683000132;AHM-ASSESSORIA@OUTLOOK.COM;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
5935741;3551005935741;35;355100;;LETICIA ALMEIDA TARRACO MARQUES;LETICIA ALMEIDA TARRACO MARQUES SV;;;M;;;M ;MUNICIPAL;04;22;11310050;JOAO RAMALHO;825;CENTRO;13 03333333;-239.661.856.751;-463.832.312.822;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;57843056000125;LETICIAATM20@GMAIL.COM;2135;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
